1.4615368380000e-06;          0
1.5257225240000e-06;          0
1.5453814200000e-06;          0
1.5617489980000e-06;          0
1.5814079840000e-06;          0
1.6010512280000e-06;          0
1.6207104330000e-06;          0
1.6403535210000e-06;          0
1.6600123810000e-06;          0
1.6796554480000e-06;          0
1.6993144920000e-06;          0
1.7156824300000e-06;          0
1.7353415970000e-06;          0
1.7549846330000e-06;          0
1.7746437580000e-06;          0
1.7942838040000e-06;          0
1.8139460650000e-06;          0
1.8335861510000e-06;          0
1.8499728820000e-06;          0
1.8696129880000e-06;          0
1.8892751200000e-06;          0
1.9089152740000e-06;          0
1.9285773590000e-06;          0
1.9482175160000e-06;          0
1.9678794250000e-06;          0
1.9875196190000e-06;          0
2.0039066240000e-06;          0
2.0235467170000e-06;          0
2.0432088690000e-06;          0
2.0628488910000e-06;          0
2.0825109930000e-06;          0
2.1021511960000e-06;          0
2.1218132920000e-06;          0
2.1414533740000e-06;          0
2.1578402360000e-06;          0
2.1774831980000e-06;          0
2.1971423880000e-06;          0
2.2167853860000e-06;          0
2.2364444940000e-06;          0
2.2560875890000e-06;          0
2.2757465610000e-06;          0
2.2953897720000e-06;          0
2.3117736710000e-06;          0
2.3314168270000e-06;          0
2.3510758820000e-06;          0
2.3707190390000e-06;          0
2.3903781310000e-06;          0
2.4100211330000e-06;          0
2.4296802990000e-06;          0
2.4493235520000e-06;          0
2.4657074930000e-06;          0
2.4853505710000e-06;          0
2.5050096850000e-06;          0
2.5246495780000e-06;          0
2.5443117790000e-06;          0
2.5639518370000e-06;          0
2.5836140670000e-06;          0
2.5999788650000e-06;          0
2.6196410520000e-06;          0
2.6392810770000e-06;          0
2.6589430760000e-06;          0
2.6785831480000e-06;          0
2.6982452090000e-06;          0
2.7178854160000e-06;          0
2.7375477560000e-06;          0
2.7539126850000e-06;          0
2.7735748210000e-06;          0
2.7932149580000e-06;          0
2.8128769240000e-06;          0
2.8325169890000e-06;          0
2.8521790470000e-06;          0
2.8718192800000e-06;          0
2.8914813110000e-06;          0
2.9078492910000e-06;          0
2.9275085500000e-06;          0
2.9471515190000e-06;          0
2.9668104710000e-06;          0
2.9864536230000e-06;          0
3.0061127690000e-06;          0
3.0257557820000e-06;          0
3.0454151180000e-06;          0
3.0617829510000e-06;          0
3.0814421030000e-06;          0
3.1010850940000e-06;          0
3.1207442250000e-06;          0
3.1403873930000e-06;          0
3.1600466070000e-06;          0
3.1796898190000e-06;          0
3.1993489010000e-06;          0
3.2157168020000e-06;          0
3.2353758270000e-06;          0
3.2550157950000e-06;          0
3.2746777940000e-06;          0
3.2943180480000e-06;          0
3.3139800090000e-06;          0
3.3336202200000e-06;          0
3.3500071250000e-06;          0
3.3696471350000e-06;          0
3.3893092530000e-06;          0
3.4089493300000e-06;          0
3.4286113260000e-06;          0
3.4482515140000e-06;          0
3.4679137570000e-06;          0
3.4875538700000e-06;          0
3.5039407310000e-06;          0
3.5235809010000e-06;          0
3.5432429590000e-06;          0
3.5628830390000e-06;          0
3.5825451290000e-06;          0
3.6021880990000e-06;          0
3.6218472590000e-06;          0
3.6414904880000e-06;          0
3.6578743330000e-06;          0
3.6775173700000e-06;          0
3.6971765590000e-06;          0
3.7168197710000e-06;          0
3.7364789110000e-06;          0
3.7561219950000e-06;          0
3.7757809700000e-06;          0
3.7954241520000e-06;          0
3.8118079840000e-06;          0
3.8314510890000e-06;          0
3.8511102790000e-06;          0
3.8707533760000e-06;          0
3.8904126010000e-06;          0
3.9100557860000e-06;          0
3.9297150220000e-06;          0
3.9493582630000e-06;          0
3.9657421040000e-06;          0
3.9853822450000e-06;          0
4.0050443290000e-06;          0
4.0246844720000e-06;          0
4.0443465330000e-06;          0
4.0639867290000e-06;          0
4.0836489330000e-06;          0
4.1000137590000e-06;          0
4.1196759070000e-06;          0
4.1393160470000e-06;          0
4.1589782860000e-06;          0
4.1786183660000e-06;          0
4.1982803630000e-06;          0
4.2179204540000e-06;          0
4.2375824510000e-06;          0
4.2539474650000e-06;          0
4.2736094820000e-06;          0
4.2932497780000e-06;          0
4.3129116450000e-06;          0
4.3325548100000e-06;          0
4.3522140160000e-06;          0
4.3718571900000e-06;          0
4.3915163250000e-06;          0
4.4078841190000e-06;          0
4.4275433900000e-06;          0
4.4471864860000e-06;          0
