 0;0.0000000000000e+00
 0;6.6955458480000e-06
1;6.6955458480000e-06
 1;9.7726415390000e-06
2;9.7726415390000e-06
 2;1.4694654113000e-05
3;1.4694654113000e-05
 3;2.4540687020000e-05
4;2.4540687020000e-05
 4;3.4387089182000e-05
5;3.4387089182000e-05
