TIME; FREQ_LOCK; CORNER; P_LPF_PARAM; P_EXT_GAIN_T; P_EXT_KTDC; P_STEP_LPF_CFG;                      P_START_CYCNUM; P_STEP1_CYCNUM; P_STEP2_CYCNUM; P_STEP3_CYCNUM; P_SETTL_CYCNUM; FP_BYPASS;                      B_EXT_CKV_GATING; B_SD_EN; B_SD_2ND_EN; B_READ_REGS_EN; TB_STEP; TDC_RES; DCO_VARIATION
20260723_1643;2.44e+09;TYP;d5021111;    202850;  7676;2731;0050;0080;0100;0100;0200;0;0;0;0;0;65625;1.2e-11;2.5
